ID,pval,fdr,linear_fc,log2_fc,direction
SRD5A1,0.353629961285959,0.814728999599953,1.31805605893254,0.398411731669228,NS
p-Akt(S473),0.464794101554263,0.833423906235231,1.22764278032698,0.295890826161576,NS
p-AMPKa(40H9)(T172),0.42801923253528,0.833423906235231,0.77757755803025,-0.362941513528137,NS
p-Bad(S112),0.405795050530507,0.833423906235231,1.27097401402953,0.345934533715031,NS
Bax,0.405310615251131,0.833423906235231,1.2638985536616,0.337880670791304,NS
BRCA2,0.463974146752721,0.833423906235231,0.77940158609843,-0.359561227463026,NS
p-HER2/ErbB2(Y877),0.380959515597601,0.833423906235231,1.21115510474074,0.276383633414868,NS
HER3/ErbB3,0.430792207626359,0.833423906235231,1.20987948761273,0.27486335222536,NS
HDAC3,0.422223573250607,0.833423906235231,1.12748722644114,0.173111088953458,NS
ILK1,0.441283157412206,0.833423906235231,1.21796499569141,0.28447267079096,NS
LRP6,0.422649730810374,0.833423906235231,6.51396413608523,2.70353577671349,NS
p-p38(D3F9) XP(T180/Y182),0.444138746896138,0.833423906235231,1.25965520309257,0.333028888596415,NS
p-Smad2(S465/467),0.383902240770676,0.833423906235231,1.12972402470259,0.17597038607413,NS
Stat6,0.455109418702052,0.833423906235231,1.09472339832295,0.130566392860809,NS
YAP(H125),0.45448521963474,0.833423906235231,0.827271138158089,-0.273567844612789,NS
ZO-1,0.422649730810374,0.833423906235231,0.274733885842862,-1.8638932306241,NS
SOX9,0.422649730810374,0.833423906235231,4.17933919638123,2.06327485296001,NS
ASH2,0.438330735019003,0.833423906235231,1.09357128451594,0.129047265622122,NS
Beclin-1(D40C5),0.4605031785781,0.833423906235231,1.22133024653239,0.288453356438007,NS
Beta-Catenin(CT),0.427262610727655,0.833423906235231,5.81877152338613,2.54071459914834,NS
p-SHC(2431)(Y317),0.422649730810374,0.833423906235231,0.47275929879284,-1.08082225978925,NS
c-Src Antibody (B-12),0.431505213436099,0.833423906235231,1.25438917104769,0.32698501005107,NS
p-NF-kB p65 (Ser536) (93H1),0.422649730810374,0.833423906235231,3.58304787101595,1.84118731868567,NS
PRAS40 (D23C7) XP,0.379858803599425,0.833423906235231,1.14342524613471,0.193362049565916,NS
